169,Shoshanna,Mulhall,18,75,41,53,56
170,Janet,Muccino,19,0,55,61,39
171,Fernandina,Dalgarnocht,20,60,24,11,32
172,Charleen,Caslin,28,73,75,61,70
173,Pauly,Zottoli,21,57,53,74,61
174,Dennison,Manns,19,53,43,89,62
175,Ericka,Vsanelli,19,14,86,63,54
176,Sherye,Belford,22,53,61,36,50
177,Griswold,Emmens,22,41,60,53,51
178,Muire,Kealy,29,60,73,45,59
179,Mar,Westmarland,20,54,40,77,57
180,Jewelle,Buffy,30,74,72,94,80
181,Ana,Kemwall,24,59,96,53,69
182,Crystie,Demare,22,54,66,33,51
183,Jeanna,Farrier,20,73,71,54,66
184,Andre,Gogay,19,66,3,83,51
185,Cece,Mauro,18,66,41,3,37
186,Galvin,Hankey,24,10,28,73,37
187,Isidro,Goodswen,22,36,19,72,42
188,Olivette,Jobbing,30,12,5,60,26
189,Tanya,Deverell,25,96,60,66,74
190,Dante,Wagenen,20,40,32,73,48
191,Melony,Furman,25,55,42,6,34
192,Gaye,Duprey,20,78,55,82,72
193,Rhody,MacKaig,21,65,39,56,53
194,Romona,Folkerts,30,87,90,53,77
195,Gauthier,Keemar,19,58,78,86,74
196,Roberta,Cyster,24,14,61,88,54
197,Dottie,Niccolls,25,68,16,22,35
198,Barnett,Vella,20,76,67,95,79
199,Dalila,Hagland,24,75,82,59,72
200,Kassia,Chalke,28,59,73,38,57
201,Estella,Whewill,20,64,61,61,62
202,Elmore,Braden,28,89,33,72,65
203,Ely,Nossent,21,63,83,84,77
204,Clemens,Matschuk,29,81,70,47,66
205,Lewiss,Gauthorpp,27,85,59,98,81
206,Saunder,Gittoes,27,19,30,85,45
207,Barry,Wrench,26,57,63,47,56
208,Giles,Cockrem,29,12,58,20,30
209,Kermie,Jakoviljevic,24,0,83,11,31
210,Aurel,Farady,29,47,19,4,23
211,Dalt,Howland,23,24,33,75,44
212,Roxane,Swalowe,24,6,58,88,51
213,Coraline,Esome,28,83,86,85,85
214,Lizbeth,Gunther,20,36,36,87,53
215,Harcourt,Peirson,28,79,53,88,73
216,Evonne,Cleyne,20,64,22,58,48
217,Ofilia,Riseley,26,66,62,30,53
218,Currey,Howton,23,26,57,88,57
219,Thebault,Antonich,25,68,81,64,71
220,Manya,Soulsby,29,67,50,56,58
221,Olivia,Baldacchino,21,9,85,51,48
222,Glyn,McReidy,30,33,21,87,47
223,Sileas,How,24,78,57,23,53
224,Gustavus,Jordin,29,74,84,64,74
225,Marley,Luby,23,16,50,46,37
226,Bryana,Accombe,27,51,72,64,62
227,Chelsey,Castagno,24,2,90,84,59
228,Louisette,Bayford,22,5,37,89,44
229,Laney,Laird-Craig,28,66,69,59,65
230,Ado,Eyckelberg,20,6,53,14,24
231,Chryste,Featherby,23,23,49,93,55
232,Kennedy,Jenney,22,78,71,82,77
233,Jermain,Frohock,27,78,34,26,46
234,Bekki,Lindroos,28,70,49,72,64
235,Meredith,Bachmann,25,19,56,81,52
236,Zorina,Henriques,21,60,70,58,63
237,Mead,Goodreid,22,75,83,51,70
238,Curtice,Davidsen,25,72,55,47,58
239,Lyndsay,Benesevich,27,45,62,70,59
240,Gaultiero,Lowell,18,90,81,13,61
241,Herbert,Dudin,23,90,56,51,66
242,Ruperto,Lawlor,21,34,87,52,58
243,Elia,Farncomb,22,90,92,61,81
244,Ursulina,Walduck,19,59,62,60,60
245,Marni,Freschi,30,68,97,30,65
246,Eyde,Sporner,21,73,44,90,69
247,Cortie,Ranald,25,74,87,83,81
248,Cristin,Jeffress,19,64,20,55,46
249,Yolande,Minty,27,82,95,87,88
250,Rufe,Ebrall,25,8,98,81,62
251,Merrick,Bedow,30,35,73,90,66
252,Adelaida,Aherne,21,14,15,77,35
253,Shaine,La Wille,19,100,59,57,72
254,Cyrillus,Folkes,23,72,63,67,67
255,Salvador,Obray,24,59,20,25,35
256,Bruis,Taleworth,21,33,67,24,41
257,Burtie,Burner,18,97,78,50,75
258,Jacob,Wishart,19,31,6,51,29
259,Natka,Sibbs,30,62,10,77,50
260,Delmar,Twelvetree,23,86,83,71,80
261,Harriot,Leatt,21,73,53,86,71
262,Margaret,Houndson,26,73,86,78,79
263,Axel,Andersen,19,60,56,53,56
264,Claudina,Ducket,29,82,29,75,62
265,Joceline,Gooderham,24,51,71,56,59
266,Carey,Moine,20,89,5,63,52
267,Bunni,Dearlove,21,59,20,25,35
268,Rachele,Piscot,29,78,54,31,54
269,Sherry,Dobell,29,58,88,92,79
270,Aimee,Douse,23,86,55,79,73
271,Vannie,Berlin,29,61,16,81,53
272,Ulberto,Boncore,30,78,41,65,61
273,Ashleigh,Boldero,18,77,43,19,46
274,Wilma,Keen,30,68,67,52,62
275,Matthew,Daw,21,15,48,36,33
276,Jesse,Grundon,20,86,16,13,38
277,Marv,Pettingall,25,59,65,16,47
278,Hazlett,Halifax,19,77,18,88,61
279,Morganica,Jakubovski,27,19,74,25,39
280,Bud,Beckitt,29,80,74,55,70
281,Caldwell,Gittins,20,81,88,26,65
282,Chick,Emloch,18,29,75,50,51
283,Carly,Peatman,18,57,51,6,38
284,Ailee,Castle,18,53,8,73,45
285,Alfonso,Tibbits,21,38,79,59,59
286,Delcina,O'Lagene,30,77,74,53,68
287,Giulia,Crusham,19,30,83,92,68
288,Cinnamon,Valois,18,23,22,33,26
289,Noll,Madre,18,90,97,90,92
290,Ardeen,Sullly,28,13,16,80,36
291,Dionne,Filer,25,41,74,65,60
292,Dion,Kingdom,18,6,22,77,35
293,Allene,Kimmerling,29,68,85,88,80
294,Halie,Prettjohn,26,80,66,55,67
295,Ashby,McShee,28,97,1,90,63
296,Gwen,Mabbett,22,33,58,89,60
297,Tatiana,Caston,20,65,43,73,60
298,Gillan,Bingley,24,98,55,55,69
299,Reuben,Dumbelton,26,80,65,64,70
300,Eran,Shakshaft,19,33,66,64,54
301,Kordula,Watsam,24,79,100,66,82
302,Hildy,Sybbe,27,74,58,83,72
303,Laverna,Treagus,26,47,86,79,71
304,Emery,Espinay,30,85,46,24,52
305,Rodolfo,Denisovich,24,59,26,44,43
306,Abbe,Kelson,19,66,40,61,56
307,Llywellyn,Wardall,26,32,54,83,56
308,Drake,Pembry,19,41,17,84,47
309,Flossy,Pitbladdo,24,27,20,44,30
310,Phedra,Budcock,23,18,82,79,60
311,Lurleen,Brigden,22,75,7,24,35
312,Dennie,Rozsa,27,2,10,37,16
313,Reeva,Poag,22,61,76,65,67
314,Derry,Bulleyn,18,79,58,61,66
315,Evangelin,Lindsley,21,3,89,6,33
316,Rosie,Twitchings,28,24,38,53,38
317,Darcey,Vorley,24,39,44,79,54
318,Del,Ianitti,26,21,62,87,57
319,Florri,Godbehere,21,76,81,85,81
320,Shelley,McMurty,24,48,63,10,40
321,Arvy,Vinson,21,83,47,83,71
322,Che,Drysdale,30,76,85,43,68
323,Pierette,Dockreay,28,61,72,55,63
324,Nichole,Punt,24,17,12,90,40
325,Kelley,Jorio,22,63,57,74,65
326,Elyse,Lochet,24,60,63,10,44
327,Zorina,Collinwood,26,74,15,61,50
328,Ellswerth,Marsters,19,22,56,35,38
329,Minette,Barritt,19,66,67,72,68
330,Sebastiano,Brandreth,25,19,90,52,54
331,Alanson,Rickaby,20,17,64,1,27
332,Merissa,Knellen,22,51,49,13,38
333,Johnette,Book,28,90,89,66,82
334,Emmett,Axston,29,68,78,69,72
335,Maighdiln,Torrent,22,28,90,27,48
336,Rudolfo,Inchboard,23,65,26,54,48
337,Dean,Belli,20,68,74,2,48
338,Warren,Wilby,26,51,65,79,65
339,Cherey,Reckless,18,88,41,62,64
340,Alair,Ganny,23,14,9,60,28
341,Antony,Buzin,26,27,83,87,66
342,Raul,Jakoub,28,40,79,35,51
343,Christophe,Mulvey,18,89,59,78,75
344,Roch,Devorill,26,52,56,88,65
345,Doreen,Petre,24,82,88,42,71
346,Yulma,Batman,26,64,3,60,42
347,Bertrando,Bertome,22,30,89,55,58
348,Walther,Giacomoni,19,75,67,97,80
349,Brianne,Challoner,21,62,52,88,67
350,Kin,Wixey,20,61,22,78,54
351,Meara,Madeley,26,51,29,89,56
352,Fidole,Richley,20,73,74,86,78
353,Alvinia,Jerzyk,29,88,84,0,57
354,Lyn,Lambis,18,55,84,83,74
355,Derward,Papachristophorou,29,3,71,70,48
356,Leola,Patman,24,63,23,55,47
357,Mellisent,Iannetti,23,68,89,11,56
358,Charo,Robertsen,22,37,81,25,48
359,Cecilius,Le feaver,20,61,87,74,74
360,Dionis,O'Donnelly,22,74,55,68,66
361,Moore,Sketch,27,58,6,14,26
362,Ernestine,Loch,29,5,9,74,29
363,Winthrop,Tweede,25,40,53,62,52
364,Louella,Theakston,24,51,20,50,40
365,Ardyth,Ankers,21,67,74,51,64
366,Neils,Cregin,25,82,82,1,55
367,Kristal,McCardle,28,38,65,38,47
368,Ed,Perassi,27,49,87,73,70
369,Ailyn,Elcomb,23,57,78,87,74
370,Terrijo,O'Dee,26,51,61,9,40
371,Melvyn,Georgi,27,62,56,57,58
372,Rosetta,Apfelmann,25,49,84,53,62
373,Keene,Di Iorio,20,35,46,76,52
374,Thorny,Mohring,27,28,89,71,63
375,Graham,Scrauniage,27,58,80,53,64
376,Cherianne,Yarrow,24,52,72,93,72
377,Gerhardine,D'Ambrogi,25,64,74,4,47
378,Omar,Agett,21,45,64,2,37
379,Noelani,Dawby,19,53,53,38,48
380,Winfred,Gudeman,29,89,89,51,76
381,Carree,Rivlin,23,54,79,64,66
382,Spence,Warbrick,18,17,82,51,50
383,Vaughan,Rubinowitsch,23,79,32,88,66
384,Haley,Founds,25,57,62,85,68
385,Stu,Seiffert,26,21,76,74,57
386,Codie,Careswell,18,38,70,54,54
387,Marla,Pollok,30,82,71,73,75
388,Ray,Mongeot,27,59,88,39,62
389,Chloette,Letessier,25,58,88,68,71
390,Ardelle,Lannon,19,89,62,78,76
391,Tracey,Mathieson,20,62,90,99,84
392,Blair,Osselton,26,82,67,80,76
393,Fredrick,Ryle,27,68,89,74,77
394,Celie,Bliss,23,73,96,78,82
395,Barnett,Redihough,27,88,63,100,84
396,Luz,Baggs,26,36,52,77,55
397,Gustavo,Treat,21,70,51,65,62
398,Genevra,Barhem,26,74,39,82,65
399,Halimeda,Holwell,26,70,76,96,81
400,Kati,Nutton,24,4,57,80,47
401,Lanita,Kett,21,68,67,90,75
402,Wendie,Grosvener,28,56,62,58,59
403,Rosalia,Baus,25,61,20,23,35
404,Kiele,Donald,21,78,45,5,43
405,Aleksandr,Firidolfi,21,18,81,58,52
406,Elene,Rubke,27,21,70,58,50
407,Mureil,Boutcher,28,88,37,68,64
408,Mikel,Freckingham,19,74,68,57,66
409,Latashia,Tynan,26,68,71,74,71
410,Sioux,Atlay,18,47,47,63,52
411,Stephenie,Reskelly,29,65,94,53,71
412,Berkley,Minto,19,54,57,89,67
413,Terrijo,Rounding,28,51,63,78,64
414,Madalyn,Dearden,30,0,85,65,50
415,Fiann,Lotherington,26,52,60,45,52
416,Shepherd,Speed,21,58,62,58,59
417,Sabra,Kleingrub,25,71,57,99,76
418,Marc,Zanassi,24,85,19,67,57
419,Quintana,Whybray,28,25,63,76,55
420,Nikos,Simmgen,20,57,27,24,36
421,Denna,Hasty,19,48,56,66,57
422,Hermy,Milkeham,28,75,55,47,59
423,Ethelred,Brownill,24,7,77,65,50
424,Abbi,Kuna,18,11,89,89,63
425,Adolpho,Vicker,27,61,19,81,54
426,Mickey,Klein,18,87,44,54,62
427,Faunie,Shapero,23,45,30,14,30
428,Wallas,Payle,24,62,59,82,68
429,Missy,Rosenboim,23,60,66,76,67
430,Cybill,Clementet,28,24,74,70,56
431,Elysia,McCorrie,21,85,82,84,84
432,Tracy,Shills,22,57,20,77,51
433,Franciska,Tilliard,20,87,88,80,85
434,Violante,Scardafield,23,11,67,58,45
435,Valma,Harcarse,28,59,100,51,70
436,Rich,Esslemont,22,39,100,75,71
437,Garvy,Topliss,19,69,14,73,52
438,Beatrice,Verillo,27,16,21,74,37
439,Say,Penniall,30,53,83,51,62
440,Dulcia,Sallows,20,52,41,45,46
441,Harv,Peery,26,81,62,54,66
442,Darin,Cheney,20,74,77,63,71
443,Merwyn,Esmonde,26,26,56,87,56
444,Reagen,McGray,26,59,60,71,63
445,Milzie,Aronin,30,53,56,90,66
446,Nance,Litchmore,26,32,79,80,64
447,Fayre,Scarlett,30,50,66,53,56
448,Jaymie,Margerrison,23,84,73,53,70
449,Emlyn,Collumbell,20,1,85,81,56
450,Averil,Longthorn,21,82,74,67,74
451,Kristian,Wickens,20,51,42,76,56
452,Inigo,Wasselin,25,51,26,73,50
453,Rodolphe,Mattam,27,77,26,71,58
454,Rodney,Van Velde,20,39,82,68,63
455,Lorenzo,Sollime,26,52,86,97,78
456,Wendi,Chadbourn,22,62,77,36,58
457,Adah,Onele,19,63,54,34,50
458,Flossie,Goodger,28,36,74,90,67
459,Ardenia,Leggat,25,35,62,37,45
460,Jennine,Greenacre,27,7,74,28,36
461,Carey,Neaves,29,70,1,98,56
462,Jemie,Courtman,29,10,90,42,47
463,Chrissie,Roden,22,67,86,79,77
464,Alan,Rosas,27,7,14,65,29
465,Missy,Eliez,24,80,86,0,55
466,Raine,Wastall,26,56,50,88,65
467,Etienne,Middlebrook,20,21,77,26,41
468,Jacquenetta,Wiles,30,83,62,73,73
469,Chancey,Ortega,27,86,53,59,66
470,Felicity,Loosely,25,53,62,54,56
471,Raynor,Witton,20,60,100,42,67
472,Tomasine,Youles,29,85,3,19,36
473,Tobey,Crosi,23,33,63,16,37
474,Gladys,Stanyland,21,85,36,82,68
475,Skipp,Dymond,27,83,88,34,68
476,Mab,Lockner,27,36,53,86,58
477,Giffard,Lisciandri,20,44,41,80,55
478,Robin,Klimontovich,21,55,63,33,50
479,Sari,Rawne,25,72,83,35,63
480,Lev,Bourgaize,22,80,71,100,84
481,Brande,Persicke,29,61,74,19,51
482,Lyndel,Cathee,29,64,66,74,68
483,Dale,Carefull,27,13,21,84,39
484,Karisa,Cluley,19,59,25,70,51
485,Drusi,Shephard,29,35,13,83,44
486,Regine,Dimbylow,29,35,1,57,31
487,Lazare,Broggetti,29,53,60,64,59
488,Nadia,Spiniello,19,51,54,84,63
489,Alvira,Robottom,22,65,73,62,67
490,Euphemia,Gale,28,86,59,20,55
491,Eduino,Izzatt,30,88,67,61,72
492,Camel,Murrells,29,10,41,66,39
493,Romeo,Prudence,19,88,20,0,36
494,Monika,Cops,25,75,89,94,86
495,Cam,Froschauer,30,77,60,61,66
496,Brigit,Seiler,18,7,62,78,49
497,Simeon,Orcott,20,60,15,51,42
498,Phil,Taber,28,82,7,77,55
499,Waly,Ceschelli,21,53,94,0,49
500,Hirsch,Becks,27,64,26,71,54
501,Perkin,Affron,24,63,22,22,36
502,Jessy,Book,27,18,66,51,45
503,Annnora,Flaonier,23,90,53,14,52
504,Rosalinde,Baskerville,28,13,72,78,54
505,Sancho,Jay,25,69,77,72,73
506,Giffie,Norster,27,79,56,14,50
507,Diane,Sebyer,20,78,70,93,80
508,Ellynn,Morch,20,12,58,63,44
509,Marijo,Whatsize,27,90,81,65,79
510,Reggie,Tuppeny,24,8,91,88,62
511,Darwin,Ledrun,25,41,93,59,64
512,Ileane,Gergus,25,3,49,80,44
513,Tobye,Ablewhite,24,72,57,76,68
514,Lynde,Rostern,21,67,88,65,73
515,Marijn,Goscomb,20,23,60,80,54
516,Maribelle,Orrey,29,30,66,76,57
517,Boothe,Lansdown,20,71,83,63,72
518,Haleigh,Buxey,25,67,68,89,75
519,Raymond,Wimpeney,28,38,77,31,49
520,Cecilio,Umney,24,38,86,65,63
521,Alejandro,Abys,21,59,28,53,47
522,Neely,Snipe,21,35,90,13,46
523,Gerald,Gawthorp,20,35,75,57,56
524,Tersina,Erangey,29,82,81,94,86
525,Arden,Olerenshaw,19,66,20,59,48
526,Shalne,Helstrom,26,66,24,58,49
527,Shari,Golson,25,65,4,95,55
528,Elna,Creigan,23,19,34,86,46
529,Kit,Zotto,24,35,14,69,39
530,Levin,Daysh,22,70,76,85,77
531,Man,Hackin,26,55,59,65,60
532,Gal,Moyse,27,88,90,70,83
533,Lesli,Prigmore,20,47,67,43,52
534,Celestine,Michiel,28,80,19,90,63
535,Sophronia,Chrippes,22,29,6,78,38
536,Thorny,Garioch,30,61,52,55,56
537,Janna,Wetter,18,69,92,52,71
538,Arda,Giacomini,27,69,55,84,69
539,Juanita,Ondricek,25,28,18,54,33
540,Cull,Egdal,19,81,82,80,81
541,Tudor,McAlpine,26,88,65,90,81
542,Roderich,Charpling,24,79,46,56,60
543,Gerik,Bloys,21,8,21,66,32
544,Clyve,Brennon,27,76,65,64,68
545,Vonni,McMenamie,24,31,82,30,48
546,Annadiana,Salsbury,18,64,58,88,70
547,Ryley,McBain,21,90,71,86,82
548,Lavinie,Arnow,29,74,8,79,54
549,Ganny,Freen,21,88,66,72,75
550,Maximilianus,Gannaway,27,84,0,56,47
551,Chaim,Fauguel,26,85,87,38,70
552,Haskel,Zarfati,29,62,58,64,61
553,Erminie,Stienton,19,85,18,74,59
554,Ervin,Vittery,21,36,59,59,51
555,Stacee,Marrion,24,69,57,83,70
556,Tess,Aslam,27,37,90,39,55
557,Lisle,Semrad,30,36,30,11,26
558,Hunfredo,Abrehart,30,22,72,61,52
559,Stevana,Haberfield,18,26,60,88,58
560,Rutter,Hurburt,27,69,58,71,66
561,Thebault,Hadlee,25,62,93,47,67
562,Kacy,Eubank,21,83,37,62,61
563,Jaquith,Stelfox,25,54,10,53,39
564,Annnora,Selborne,26,100,51,75,75
565,Joscelin,Yitzhakof,25,62,1,60,41
566,Lilas,Druce,21,83,90,53,75
567,Urson,Prosser,22,40,91,74,68
568,Orton,Stuchberry,27,57,99,60,72
569,Magdaia,Pietroni,22,12,71,47,43
570,Alica,Muge,28,78,18,75,57
571,Hammad,Salvatore,29,10,53,50,38
572,Gayel,Wallicker,19,29,19,41,30
573,Abey,Mc Elory,27,34,8,47,30
574,Deb,Jantzen,22,86,30,0,39
575,Austin,Giffon,21,46,71,2,40
576,Bliss,Cattrell,25,12,65,23,33
577,Raddie,Brundrett,29,19,57,11,29
578,Archie,Drains,21,58,83,79,73
579,Goddart,Ikin,26,87,54,70,70
580,Glynis,Dekeyser,20,44,69,85,66
581,Tressa,Lenden,19,100,71,49,73
582,Nada,Gladdor,25,67,78,36,60
583,Bram,Dobie,29,7,50,81,46
584,Howey,Parsisson,19,4,66,53,41
585,Mil,Learoyd,30,82,85,87,85
586,Cordi,Reddick,18,86,33,67,62
587,Marv,O'Corrane,21,83,72,57,71
588,Teresita,Willcox,24,57,72,54,61
589,Abdul,Aspole,23,54,61,52,56
590,Gwendolin,Footer,23,61,83,63,69
591,Cornie,Crathorne,19,9,42,58,36
592,Ned,Skinley,22,52,65,71,63
593,Abner,Maggill'Andreis,25,77,64,66,69
594,Tommi,Linay,18,70,64,75,70
595,Goran,Rayment,20,82,61,45,63
596,Lazarus,Flanagan,24,29,35,31,32
597,Elonore,Fearon,18,66,78,46,63
598,Cecilius,Rowsel,19,35,53,90,59
599,Clare,Dugan,25,47,6,81,45
600,Skipper,Gianetti,25,56,11,79,49
601,Skylar,Kocher,25,85,75,55,72
602,Devland,Jaquin,23,40,90,83,71
603,Stephine,Warlton,25,52,38,67,52
604,Gianina,Morehall,18,19,90,10,40
605,Hannah,Goodby,20,59,56,76,64
606,Kylynn,Fernanando,30,26,62,56,48
607,Alyson,Terne,30,100,40,15,52
608,Geri,Shemilt,29,83,25,84,64
609,Debi,Mayho,18,89,72,2,54
610,Inigo,Wilden,26,12,81,13,35
611,Halsy,Ferraresi,18,40,60,85,62
612,Micheal,Yakob,23,44,45,84,58
613,Pippy,Swindon,28,69,89,59,72
614,Addia,O'Dempsey,30,58,84,49,64
615,Alyce,Sparshatt,20,61,43,87,64
616,Base,Murrum,28,70,70,14,51
617,Sadye,Fundell,26,90,88,56,78
618,Irene,Torricina,27,62,43,55,53
619,Merv,Emnoney,24,2,77,55,45
620,Kasper,Carnegie,27,58,41,10,36
621,Tim,Blanchette,30,47,66,20,44
622,Liliane,Jumont,29,70,82,29,60
623,Max,Puddle,30,83,84,46,71
624,Roxy,Dominguez,19,69,61,67,66
625,Arther,Sproule,19,55,81,75,70
626,Cicely,Meaden,18,32,100,58,63
627,Glynnis,Casserley,21,41,36,72,50
